FECHACORTE;FECHAREGISTRO;CODIGO;NOMBRE;CATEGORIA;NIVEL;INSTITUCIÓN;GRUPO;SUB_GRUPO;MACROREGIONES;UBIGEO;REGION;PROVINCIA;DISTRITO;CIL_TOT_CILINDROS;CIL_TOT_PROPIOS;CIL_TOT_TERCEROS;CIL_VOL_POT_MT3;CIL_NU_CIL_LLEN_INI_DU24;CIL_NU_CIL_REABAST_DU24;CIL_VOL_DISP_M3_DU24;CIL_NU_CIL_CONSUM_CU24;CIL_VOL_M3_CU24;CIL_SAL_FIN_M3_CU24
20210403;3/04/2021 17:23;7152;HOSPITAL DISTRITAL ALTO MOCHE-WALTER CRUZ VILCA;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;130107;LA LIBERTAD;TRUJILLO;MOCHE;65;19;46;553;23;14;362;4;40;322
20210403;1/04/2021 08:44;4370;HOSPITAL BELEN - LAMBAYEQUE;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;52;22;30;470;52;0;470;7;66;404
20210403;3/04/2021 08:04;2289;HOSPITAL DE APOYO DEPARTAMENTAL CUSCO;III-1;Nivel 3;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;80101;CUSCO;CUSCO;CUSCO;445;345;100;4420;100;100;2000;100;1000;1000
20210403;3/04/2021 07:44;18985;CLINICA SANTA MARTHA DEL SUR;II-2;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;29;0;29;1450;19;9;1440;6;640;800
20210403;3/04/2021 07:46;5277;HOSPITAL PROVINICIAL DE CASCAS;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;131101;LA LIBERTAD;GRAN CHIMU;CASCAS;35;35;0;248;8;5;116;0;0;116
20210403;3/04/2021 07:40;11592;CLINICA HUANUCO E-I-R-LTDA.;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Oriente;100101;HUANUCO;HUANUCO;HUANUCO;12;12;0;120;10;0;100;1;10;90
20210403;3/04/2021 07:22;10185;HOSPITAL III DANIEL ALCIDES CARRIÃ“N;II-2;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Sur;230103;TACNA;TACNA;CALANA;146;0;146;1022;146;0;1022;63;441;581
20210403;3/04/2021 07:39;6615;REGIONAL DOCENTE MATERNO INFANTIL EL CARMEN;III-E;Nivel 3;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Centro;120101;JUNIN;HUANCAYO;HUANCAYO;100;20;80;1000;32;14;436;8;76;360
20210403;3/04/2021 07:39;980;ERNESTO GERMAN GUZMÃN GONZALES;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Centro;190301;PASCO;OXAPAMPA;OXAPAMPA;88;50;38;730;32;8;358;15;117;241
20210403;3/04/2021 07:24;5395;AGUAYTIA;I-4;Nivel 1;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Oriente;250301;UCAYALI;PADRE ABAD;PADRE ABAD;;;;;;;;;;
20210403;3/04/2021 07:36;1516;HOSPITAL DE APOYO CARHUAZ;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Centro;20601;ANCASH;CARHUAZ;CARHUAZ;23;3;20;206;13;2;144;3;30;114
20210403;3/04/2021 07:51;14262;CENTRO MEDICO ESPECIALIZADO VERONESI SAC;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Centro;150801;LIMA;HUAURA;HUACHO;1;0;1;10;1;0;10;0;0;10
20210403;3/04/2021 07:58;8746;CLINICA GOOD HOPE;II-2;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150122;LIMA;LIMA;MIRAFLORES;52;0;52;520;34;0;340;18;180;160
20210403;3/04/2021 07:28;4981;SANTA MARIA DE CUTERVO;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;60601;CAJAMARCA;CUTERVO;CUTERVO;95;55;40;920;63;10;700;24;240;460
20210403;3/04/2021 07:39;10815;CLINICA AMERICANA DE JULIACA;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Sur;211101;PUNO;SAN ROMAN;JULIACA;128;4;124;739;97;0;538;5;30;508
20210403;3/04/2021 08:26;753;HOSPITAL REGIONAL DOCENTE CLINICO QUIRURGICO DANIEL ALCIDES CARRION;III-E;Nivel 3;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Centro;120101;JUNIN;HUANCAYO;HUANCAYO;104;10;94;924;104;26;1184;12;120;1064
20210403;3/04/2021 07:58;6213;HOSPITAL DE EMERGENCIAS JOSE CASIMIRO ULLOA;III-E;Nivel 3;MINSA;PÚBLICOS;MINSA/GR;;150122;LIMA;LIMA;MIRAFLORES;37;17;20;370;28;2;300;14;140;160
20210403;3/04/2021 18:58;10098;HOSPITAL MILITAR GERIATRICO;II-E;Nivel 2;SANIDAD DEL EJERCITO DEL PERU;PÚBLICOS;SANIDAD;;150108;LIMA;LIMA;CHORRILLOS;2;0;2;20;2;0;20;0;0;20
20210403;3/04/2021 07:54;18670;CLINICA G'STAR;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;70102;CALLAO;CALLAO;BELLAVISTA;10;10;0;100;5;0;50;1;10;40
20210403;3/04/2021 08:13;5299;HOSPITAL DE APOYO CHEPEN;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;130401;LA LIBERTAD;CHEPEN;CHEPEN;104;84;20;922;26;0;260;19;190;70
20210403;3/04/2021 07:58;12761;CLINICA SAN LORENZO S.R.L.;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;20;20;0;200;16;0;160;4;40;120
20210403;3/04/2021 00:33;21096;CLINICA ESPECIALIZADA EN CIRUGÃA PLÃSTICA SAN AGUSTIN;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150121;LIMA;LIMA;PUEBLO LIBRE;3;3;0;22;2;0;14;0;0;14
20210403;3/04/2021 08:02;17814;CENTRO DE ATENCION PRIMARIA III PEDRO REYES BARBOZA - BARRANCA;I-4;Nivel 1;ESSALUD;PÚBLICOS;ESSALUD;Zona Centro;150201;LIMA;BARRANCA;BARRANCA;29;0;29;290;3;0;30;3;30;0
20210403;3/04/2021 18:57;9917;CLINICA CARRION;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;70106;CALLAO;CALLAO;VENTANILLA;10;10;0;100;10;2;120;2;20;100
20210403;3/04/2021 08:03;8858;CLINICA ORTEGA;II-2;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Centro;120101;JUNIN;HUANCAYO;HUANCAYO;30;0;30;300;10;20;300;19;190;110
20210403;3/04/2021 17:50;11129;MAX SALUD AVISAL S.A.;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;2;2;0;12;2;0;12;0;0;12
20210403;3/04/2021 07:04;12262;CLÃNICA SANTA ROSA;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;200601;PIURA;SULLANA;SULLANA;14;0;14;106;2;0;14;0;0;14
20210403;3/04/2021 07:53;5576;HOSPITAL REGIONAL DE PUCALLPA;II-2;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Oriente;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;200;160;40;1600;3;198;1608;197;1576;32
20210403;3/04/2021 08:02;4074;HOSPITAL DE PAMPAS;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;90701;HUANCAVELICA;TAYACAJA;PAMPAS;65;0;65;626;0;27;270;2;20;250
20210403;3/04/2021 17:40;12219;CLINICA MONTESUR;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150140;LIMA;LIMA;SANTIAGO DE SURCO;11;11;0;810;9;0;510;1;150;360
20210403;3/04/2021 08:06;8271;CLINICA SAN JUAN BAUTISTA;II-2;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;45;0;45;450;16;0;160;6;60;100
20210403;3/04/2021 17:44;4440;HOSPITAL REFERENCIAL FERREÃ‘AFE;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;140201;LAMBAYEQUE;FERREÃ‘AFE;FERREÃ‘AFE;17;17;0;168;1;0;10;1;10;0
20210403;3/04/2021 18:29;11214;HOSPITAL I SANTA MARGARITA;II-1;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Sur;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;50;10;40;500;41;15;560;7;70;490
20210403;3/04/2021 08:17;9040;HOSPITAL I - LA ESPERANZA;II-1;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Norte;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;16;8;8;160;14;2;160;2;20;140
20210403;2/04/2021 09:26;5332;HOSPITAL DE APOYO CESAR VALLEJO MENDOZA;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;131001;LA LIBERTAD;SANTIAGO DE CHUCO;SANTIAGO DE CHUCO;50;50;0;500;1;0;10;0;0;10
20210403;2/04/2021 09:26;10299;CENTRO DE ATENCION PRIMARIA II SAN IGNACIO;I-2;Nivel 1;ESSALUD;PÚBLICOS;ESSALUD;Zona Norte;60901;CAJAMARCA;SAN IGNACIO;SAN IGNACIO;40;20;20;280;38;20;408;2;14;394
20210403;3/04/2021 08:15;1866;CLAS CORRALES;I-4;Nivel 1;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;240102;TUMBES;TUMBES;CORRALES;12;12;0;120;4;2;60;2;20;40
20210403;3/04/2021 11:05;6219;HOSPITAL SAN JOSE;II-2;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;;70103;CALLAO;CALLAO;CARMEN DE LA LEGUA-REYNOSO;81;81;0;810;21;0;210;18;180;30
20210403;3/04/2021 05:28;9747;HOSPITAL II PASCO;II-2;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Centro;190109;PASCO;PASCO;SIMON BOLIVAR;126;26;100;1260;3;30;330;6;60;270
20210403;3/04/2021 06:40;10267;HOSPITAL I ESSALUD-SULLANA;I-4;Nivel 1;ESSALUD;PÚBLICOS;ESSALUD;Zona Norte;200601;PIURA;SULLANA;SULLANA;56;23;33;374;21;0;121;12;104;17
20210403;3/04/2021 07:01;7874;CLINICA FEIJOO EIRL;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;240101;TUMBES;TUMBES;TUMBES;2;2;0;14;2;0;14;0;0;14
20210403;3/04/2021 07:19;7636;HOSPITAL DE SUPE LAURA ESTHER RODRIGUEZ DULANTO;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Centro;150204;LIMA;BARRANCA;SUPE;44;40;4;396;0;15;106;8;48;58
20210403;3/04/2021 07:36;11775;HOSPITAL II DE HUAMANGA;II-1;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Sur;50110;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;684;580;104;6840;132;73;2050;96;960;1090
20210403;3/04/2021 17:12;9483;OCULASER SAC;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150101;LIMA;LIMA;LIMA;1;1;0;8;1;0;8;0;0;8
20210403;3/04/2021 07:59;13910;RENE TOCHE GROPPO;II-1;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Sur;110201;ICA;CHINCHA;CHINCHA ALTA;60;46;14;476;29;5;268;5;34;234
20210403;3/04/2021 07:59;2469;SAN JUAN DE KIMBIRI-VRAEM;II-E;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;80907;CUSCO;LA CONVENCION;KIMBIRI;58;52;6;540;21;44;570;25;250;320
20210403;3/04/2021 08:03;1231;HOSPITAL REGIONAL HONORIO DELGADO ESPINOZA;III-1;Nivel 3;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;40101;AREQUIPA;AREQUIPA;AREQUIPA;175;150;25;1720;0;11;110;11;110;0
20210403;3/04/2021 08:05;5375;HOSPITAL PROVINCIAL DE TAYABAMBA;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;130801;LA LIBERTAD;PATAZ;TAYABAMBA;51;51;0;426;28;5;328;4;38;290
20210403;3/04/2021 08:11;17883;HOSPITAL DE REHABILITACION DEL CALLAO;II-E;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;;70102;CALLAO;CALLAO;BELLAVISTA;16;16;0;160;5;0;50;0;0;50
20210403;3/04/2021 08:12;2300;SAN JERONIMO;I-4;Nivel 1;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;80104;CUSCO;CUSCO;SAN JERONIMO;6;6;0;30;6;0;25;0;0;25
20210403;3/04/2021 06:08;9068;HOSPITAL I HEROES DEL CENEPA;II-1;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Norte;10201;AMAZONAS;BAGUA;BAGUA;50;18;32;470;4;0;34;0;0;34
20210403;3/04/2021 07:56;9089;ONCOGYN CLINICA INTEGRAL;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150113;LIMA;LIMA;JESUS MARIA;2;2;0;12;1;0;6;0;0;6
20210403;3/04/2021 08:24;8024;CLINICA CAYETANO HEREDIA;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Centro;120114;JUNIN;HUANCAYO;EL TAMBO;10;0;10;100;8;2;100;3;30;70
20210403;3/04/2021 07:43;9066;HOSPITAL HIGOS URCO;II-1;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Norte;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;195;141;54;1944;112;35;1464;14;140;1324
20210403;3/04/2021 07:20;16830;CLINICA CAMINO REAL;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;18;18;0;180;8;0;80;0;0;80
20210403;3/04/2021 06:54;11396;ADMINISTRADORA CLINICA TRESA;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;200701;PIURA;TALARA;PARIÃ‘AS;20;0;20;200;6;0;60;0;0;60
20210403;3/04/2021 07:57;5226;HOSPITAL DISTRITAL JERUSALEN;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;35;25;10;350;3;0;30;2;20;10
20210403;3/04/2021 08:03;11213;SEGURO SOCIAL DE SALUD - ESSALUD;II-2;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Sur;30101;APURIMAC;ABANCAY;ABANCAY;493;423;70;4930;70;70;1400;24;240;1160
20210403;3/04/2021 07:54;2698;SANTA ROSA;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Oriente;170101;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;308;288;20;2364;49;28;530;21;162;368
20210403;3/04/2021 07:58;14718;HOSPITAL GERIATRICO PNP SAN JOSE;II-E;Nivel 2;SANIDAD DE LA POLICIA NACIONAL DEL PERU;PÚBLICOS;SANIDAD;;150136;LIMA;LIMA;SAN MIGUEL;51;41;10;456;33;10;398;23;216;182
20210403;3/04/2021 07:04;2171;E.S. FRÃAS;I-3;Nivel 1;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;200202;PIURA;AYABACA;FRIAS;21;16;5;162;11;0;102;2;12;90
20210403;3/04/2021 19:10;11794;HOSPITAL REGIONAL PNP AREQUIPA;II-1;Nivel 2;SANIDAD DE LA POLICIA NACIONAL DEL PERU;PÚBLICOS;SANIDAD;Zona Sur;40103;AREQUIPA;AREQUIPA;CAYMA;73;45;28;694;26;7;302;4;40;262
20210403;2/04/2021 11:47;16121;CENTRO MEDICO AVENDAÃ‘O S.A.C.;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150122;LIMA;LIMA;MIRAFLORES;8;0;8;80;4;4;80;4;40;40
20210403;3/04/2021 07:50;12572;CLINICA PAULISTA DEL PERU S.A.C (CLINICA PAULISTA DEL PERU);II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150140;LIMA;LIMA;SANTIAGO DE SURCO;2;2;0;20;2;0;20;0;0;20
20210403;3/04/2021 07:44;12995;SAN JUAN PABLO II;II-E;Nivel 2;OTRO;PÚBLICOS;OTRO;Zona Sur;80106;CUSCO;CUSCO;SANTIAGO;1;1;0;10;1;0;10;0;0;10
20210403;3/04/2021 07:48;12118;CLÃNICA MONTE HOREB S.A.;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Oriente;250101;UCAYALI;CORONEL PORTILLO;CALLERIA;13;0;13;130;11;0;110;0;0;110
20210403;3/04/2021 08:19;646;PEDRO SANCHEZ MEZA;I-4;Nivel 1;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Centro;120901;JUNIN;CHUPACA;CHUPACA;158;158;0;1076;73;0;475;0;5;470
20210403;3/04/2021 06:58;11763;HOSPITAL I MIGUEL CRUZADO VERA - PAITA;I-4;Nivel 1;ESSALUD;PÚBLICOS;ESSALUD;Zona Norte;200501;PIURA;PAITA;PAITA;63;15;48;490;18;15;248;12;92;156
20210403;2/04/2021 08:24;10063;ESSALUD SICUANI;II-1;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Sur;80601;CUSCO;CANCHIS;SICUANI;60;26;34;600;9;9;180;7;70;110
20210403;3/04/2021 08:26;13042;CLÃNICA LOS COCOS;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;200101;PIURA;PIURA;PIURA;13;3;10;104;5;0;40;0;0;40
20210403;3/04/2021 17:35;17393;HOSPITAL CUAJONE DE LA SOUTHERN PERU;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Sur;180106;MOQUEGUA;MARISCAL NIETO;TORATA;37;10;27;222;25;0;150;0;0;150
20210403;3/04/2021 08:43;9215;HOSPITAL III BASE  (PUNO) - RED ASISTENCIAL PUNO;II-2;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Sur;210101;PUNO;PUNO;PUNO;456;330;126;4560;5;30;350;17;170;180
20210403;3/04/2021 18:25;8901;"ESSALUD HOSPITAL 1 ""AGUSTIN ARBULU NEYRA"" FERREÃ‘AFE";Sin CategorÃ­a;Sin CategorÃ­a;ESSALUD;PÚBLICOS;ESSALUD;Zona Norte;140206;LAMBAYEQUE;FERREÃ‘AFE;PUEBLO NUEVO;51;22;29;427;14;0;113;7;43;70
20210403;3/04/2021 09:15;10743;CLINICA STELLA MARIS;II-2;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150121;LIMA;LIMA;PUEBLO LIBRE;84;84;0;704;84;0;704;0;0;704
20210403;2/04/2021 09:27;4131;HOSPITAL SUBREGIONAL DE ANDAHUAYLAS;II-2;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;30201;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;220;120;100;2200;30;26;560;56;560;0
20210403;3/04/2021 07:13;26706;CLINICA UNION SAC.;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;140101;LAMBAYEQUE;CHICLAYO;CHICLAYO;15;10;5;150;13;1;140;1;10;130
20210403;3/04/2021 08:38;13494;AUNA CLINICA MIRAFLORES;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;200104;PIURA;PIURA;CASTILLA;61;0;61;610;21;0;210;21;210;0
20210403;3/04/2021 19:40;28254;CLINICA SINAI;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Oriente;220801;SAN MARTIN;RIOJA;RIOJA;9;9;0;66;2;0;12;0;0;12
20210403;3/04/2021 06:55;19671;CLINICA RENACER;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150122;LIMA;LIMA;MIRAFLORES;3;3;0;26;3;0;26;0;0;26
20210403;3/04/2021 07:11;2625;TAMBOBAMBA;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;30501;APURIMAC;COTABAMBAS;TAMBOBAMBA;34;34;0;328;9;0;90;0;0;90
20210403;3/04/2021 07:56;10135;HOSPITAL I CARLOS ALCANTARA BUTTERFIELD;II-1;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;;150114;LIMA;LIMA;LA MOLINA;94;58;36;824;70;24;824;16;160;664
20210403;3/04/2021 07:09;7686;HOSPITAL REGIONAL DOCENTE CAJAMARCA;II-2;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;60101;CAJAMARCA;CAJAMARCA;CAJAMARCA;304;304;0;1262;30;30;480;20;160;320
20210403;3/04/2021 08:14;14092;CLINICA SANTIVAÃ‘EZ;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;200101;PIURA;PIURA;PIURA;1;1;0;10;1;0;10;0;0;10
20210403;3/04/2021 08:40;754;HOSPITAL REGIONAL HERMILIO VALDIZAN;II-2;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Oriente;100101;HUANUCO;HUANUCO;HUANUCO;50;50;0;190;50;50;310;50;190;120
20210403;1/04/2021 08:06;9116;CLINICA SAN FELIPE S.A.;III-1;Nivel 3;PRIVADO;PRIVADOS;PRIVADOS;;150113;LIMA;LIMA;JESUS MARIA;70;62;8;441;62;7;343;7;7;336
20210403;3/04/2021 07:58;3299;CARLOS MONJE MEDRANO;II-2;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;211101;PUNO;SAN ROMAN;JULIACA;194;194;0;1940;0;23;230;15;150;80
20210403;2/04/2021 08:34;3251;HOSPITAL REGIONAL MANUEL NUÃ‘EZ BUTRON;II-2;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;210101;PUNO;PUNO;PUNO;281;235;46;2756;222;8;2242;8;80;2162
20210403;3/04/2021 08:18;4223;SAN JAVIER BELLAVISTA;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Norte;60802;CAJAMARCA;JAEN;BELLAVISTA;15;15;0;88;8;0;58;0;0;58
20210403;3/04/2021 09:05;3068;HOSPITAL LUCIO ALDAZABAL PAUCA;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Sur;210601;PUNO;HUANCANE;HUANCANE;72;72;0;614;27;5;194;3;30;164
20210403;3/04/2021 08:02;5948;HOSPITAL HERMILIO VALDIZAN;III-1;Nivel 3;MINSA;PÚBLICOS;MINSA/GR;;150137;LIMA;LIMA;SANTA ANITA;48;48;0;263;48;0;263;0;0;263
20210403;3/04/2021 07:41;16374;HOSP. IV AUGUSTO HERNANDEZ MENDOZA;II-2;Nivel 2;ESSALUD;PÚBLICOS;ESSALUD;Zona Sur;110101;ICA;ICA;ICA;35;0;35;255;61;0;172;0;0;172
20210403;3/04/2021 09:21;8325;CLINICA CENTENARIO PERUANO JAPONESA;II-2;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150121;LIMA;LIMA;PUEBLO LIBRE;70;55;15;340;31;0;211;2;11;200
20210403;3/04/2021 07:52;23918;CIRUGIA LAPAROSCOPICA E.I.R.LTDA (CLINICA CIRLAP);II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150116;LIMA;LIMA;LINCE;10;10;0;100;3;0;30;0;0;30
20210403;3/04/2021 07:48;14501;CLINICA SAN GABRIEL S.A.C.;II-2;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150136;LIMA;LIMA;SAN MIGUEL;66;0;66;660;23;0;230;15;150;80
20210403;3/04/2021 08:24;25160;CLIN. DANIEL A. CARRION;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Sur;110201;ICA;CHINCHA;CHINCHA ALTA;6;5;1;28;6;0;25;0;1;24
20210403;3/04/2021 07:59;26473;OBRA DE SAN CAMILO;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150101;LIMA;LIMA;LIMA;16;16;0;119;16;0;119;0;0;119
20210403;3/04/2021 08:07;1813;HOSPITAL DE APOYO HUARI;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Centro;21001;ANCASH;HUARI;HUARI;52;52;0;364;6;0;36;0;0;36
20210403;3/04/2021 07:54;8266;HOSPITAL NAVAL;III-1;Nivel 3;SANIDAD DE LA MARINA DE GUERRA DEL PERU;PÚBLICOS;SANIDAD;;70102;CALLAO;CALLAO;BELLAVISTA;112;0;112;1120;112;3;1150;3;30;1120
20210403;3/04/2021 07:17;26935;CLÃNICA FÃTIMA;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;130111;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;30;10;20;300;17;8;250;8;80;170
20210403;3/04/2021 18:49;6212;HOSPITAL DE EMERGENCIAS PEDIATRICAS;III-E;Nivel 3;MINSA;PÚBLICOS;MINSA/GR;;150115;LIMA;LIMA;LA VICTORIA;34;4;30;340;3;1;40;1;10;30
20210403;3/04/2021 08:02;12261;CLINICA INMACULADA;II-1;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;200601;PIURA;SULLANA;SULLANA;9;9;0;90;8;0;80;1;10;70
20210403;3/04/2021 17:50;21009;CLINICA SAN LUIS ASISTENCIAL DOCENTE S.R.L.;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;Zona Norte;130101;LA LIBERTAD;TRUJILLO;TRUJILLO;30;20;10;300;13;0;130;0;0;130
20210403;3/04/2021 08:28;20925;HOSPITAL DE ALTA COMPLEJIDAD DE LA LIBERTAD VIRGEN DE LA PUERTA;III-E;Nivel 3;ESSALUD;PÚBLICOS;ESSALUD;Zona Norte;130105;LA LIBERTAD;TRUJILLO;LA ESPERANZA;191;111;80;1243;59;16;354;30;246;108
20210403;2/04/2021 23:37;7126;HOSPITAL DE VENTANILLA;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;;70106;CALLAO;CALLAO;VENTANILLA;108;58;50;1080;75;37;1120;20;200;920
20210403;3/04/2021 06:31;17385;CLINICA SAN BARTOLOME;II-E;Nivel 2;PRIVADO;PRIVADOS;PRIVADOS;;150117;LIMA;LIMA;LOS OLIVOS;6;6;0;60;1;0;10;0;0;10
20210403;3/04/2021 06:54;1472;HOSPITAL DE APOYO RECUAY;II-1;Nivel 2;GOBIERNO REGIONAL;PÚBLICOS;MINSA/GR;Zona Centro;21701;ANCASH;RECUAY;RECUAY;31;14;17;249;24;0;214;16;138;76
